seller_id,total_orders,late_orders,late_delivery_rate_percent
b18dc380845b24038cfc48006478f099,43,7,16.28
3c03b12bab54d8b37d79d914bfdb1aa0,37,6,16.22
bbad7e518d7af88a0897397ffdca1979,68,11,16.18
2c9e548be18521d1c43cde1c582c6de8,124,20,16.13
070d165398b553f3b4b851c216b8a358,31,5,16.13
3b872fd4747f01cc56206f2934198618,25,4,16.00
a6fe7de3d16f6149ffe280349a8535a0,50,8,16.00
adbc26658d6c7b4b6219f9d934598091,88,14,15.91
7bac63f6603d382cc8d0832eb6c100a8,19,3,15.79
75d34ebb1bd0bd7dde40dd507b8169c3,57,9,15.79
4c8b8048e33af2bf94f2eb547746a916,19,3,15.79
67883baaae6134ee81b271a542613728,19,3,15.79
52f0fe436a347ddad7ed5f9aa4e27eaa,19,3,15.79
05f51e13da97139648b8125c31e5f51b,57,9,15.79
04e38a233f726ef161074ab1c9b0399a,19,3,15.79
f593898ec748b7a8cb81fc04edafd98a,19,3,15.79
ba143b05f0110f0dc71ad71b4466ce92,83,13,15.66
f7ba60f8c3f99e7ee4042fdef03b70c4,218,34,15.60
431af27f296bc6519d890aa5a05fdb11,116,18,15.52
3f3486b61f45078d4f31ee5e43d8c5bb,39,6,15.38
3771c85bac139d2344864ede5d9341e3,26,4,15.38
562f8cfc51f265411f487d07e9c40e7f,13,2,15.38
655220df33262c7e0c4949a147366f94,13,2,15.38
5b07547f10dd980738a1a27f685af669,13,2,15.38
00720abe85ba0859807595bbf045a33b,13,2,15.38
cee48807215b30a12ca2ca10ffb5f250,39,6,15.38
7c4618c82226628831613e95e9c22f44,13,2,15.38
6f229cc508fc6915ed5c499efd93baa4,13,2,15.38
8d79c8a04e42d722a75097ce5cbcf2ef,26,4,15.38
b561927807645834b59ef0d16ba55a24,85,13,15.29
8f2ce03f928b567e3d56181ae20ae952,151,23,15.23
ff1fb4c404b2efe68b03350a8dc24122,46,7,15.22
0ffa40d54288e4f3499b8780dd0f144f,33,5,15.15
a888faf2d1baececa6baf9c3d603ee1f,53,8,15.09
f08c008c8a8d31417763738a1788a2a8,20,3,15.00
7ad32824caee82087b3e2e5f33b1bf32,147,22,14.97
b2479f944e1b90cf8a5de1bbfde284d6,101,15,14.85
4aba391bc3b88717ce08eb11e44937b2,27,4,14.81
e96498ed8daaa3e9c23f7a62da76591c,34,5,14.71
23c38debaffe4a25a30fdbd9b586a13f,41,6,14.63
2089a6d640999f9b9141ac719b2af596,41,6,14.63
23613d49c3ac2bd302259e55c06c050c,69,10,14.49
855668e0971d4dfd7bef1b6a4133b41b,300,43,14.33
8378eb36b6b70c5734e83ad7b8cdc3b7,7,1,14.29
87e24fc7052259b1f7f607d61c10d8be,7,1,14.29
9a03a4e9eb0b947652fae4f6121a3f5e,7,1,14.29
94b9108d4b637ba65bb4f1e53cfcf8d8,7,1,14.29
78a4d36f65a019172c6154468831a69f,7,1,14.29
7ecef8194babfec876ca720714327841,7,1,14.29
7d7d2b7a51328016102d4528c411d630,7,1,14.29
b248792ac0b60ec3f93d80af1b4fae47,7,1,14.29
ac6417315ae5da8f9a38ee11de6f7780,7,1,14.29
b3b17aab11f273023a5f22ca52e1eb70,7,1,14.29
9c7fd21e0aa159b20da593371f08ff7c,7,1,14.29
c679fb69a36e1d8349e8c50a217b4d58,14,2,14.29
2156f2671501a81034d7d07f217609d0,21,3,14.29
218f991754f360af9c2daa5e0b8e990c,14,2,14.29
20a8b0dc55da94fe74d112082427c84f,7,1,14.29
2d50d6282f8aa2257819a77bfaa0efe0,42,6,14.29
2b03ac196f5ed62ac483960fe0fa3b65,7,1,14.29
2e7ea2aafec5835e781b21d6d1faf1f1,7,1,14.29
2f09f7d37a97956d11cc1a7cadd5262b,7,1,14.29
0ed6ce5d87fd9c69eaacaeb778d67235,42,6,14.29
13f57c12a00ed4610db646b913a7f5c6,7,1,14.29
014c0679dd340a0e338872e7ec85666a,14,2,14.29
411f3b52d857390502ee4e4d5ceabc2d,21,3,14.29
45213867cefbf2cd4c6177e10216a951,14,2,14.29
37dd29b36c458d82f74a953c40c43645,7,1,14.29
35fb511489d9ee3ee27a76debce9df06,7,1,14.29
3ade81dab5a172b88e1871c28ae05260,28,4,14.29
57c764b4a836300be881e2ff86e449f9,28,4,14.29
5a413ade68e8f8d93071a7f52a64cb9e,14,2,14.29
51ed72984a04e5dd35c2b27e77179038,7,1,14.29
4ef4c39cf3c24f326434cf0b2e48046a,7,1,14.29
e4ebd3f87bf70440014f07ddda7fbe03,7,1,14.29
f3da5b2ff499efb8d4a6d371d175d7dd,77,11,14.29
ffeee66ac5d5a62fe688b9d26f83f534,14,2,14.29
fe26f3ecb51a15e6d8335cd92da42562,7,1,14.29
fa3a0b5aabb344b9a92e3524b0202123,7,1,14.29
c31eff8334d6b3047ed34bebd4d62c36,120,17,14.17
fffd5413c0700ac820c7069d66d98c89,57,8,14.04
50c9975695009e5e6473912e83a6d1da,50,7,14.00
048c2757535328e0d7dac690ad3c0aae,50,7,14.00
900ba814c251a692506d7834c1218441,86,12,13.95
2eb70248d66e0e3ef83659f71b244378,187,26,13.90
e2aee0892199b1d92530e371abd825bf,36,5,13.89
1eade46fba20122dc4aefb379f8c636b,58,8,13.79
7681ef142fd2c19048da7430856b5588,58,8,13.79
7b1222c3624aa89b9558b50a2594188c,22,3,13.64
7139dc5186aa238b006e066d8fbab2e4,22,3,13.64
903037660cf848a717166eb7a06d616e,44,6,13.64
13d058e4eeac2ce8217660b2f8a05812,22,3,13.64
39d54ff918774174706fb065d7f9dc07,22,3,13.64
406822777a0b9eb5c50e442dd4cd3ec5,44,6,13.64
b499c00f28f4b7069ff6550af8c1348a,147,20,13.61
7aa4334be125fcdd2ba64b3180029f14,214,29,13.55
14d7985702e72162bbf13b6beb74ab2b,37,5,13.51
f84fa566034f5e8e880a07ec624c56af,89,12,13.48
6fd52c528dcb38be2eea044946b811f8,67,9,13.43
2e90cb1677d35cfe24eef47d441b7c87,127,17,13.39
a416b6a846a11724393025641d4edd5e,157,21,13.38
a6bd7d1ccdac48c6b33b28596b7eb122,15,2,13.33
b74d1c09cb380e1d03a6f859c6f4224b,30,4,13.33
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,15,2,13.33
c8467937e403e76a8ee9f0ab13f6f5ef,30,4,13.33
989becdce12ebc39863c2bceab6f3ca1,15,2,13.33
8b8cfc8305aa441e4239358c9f6f2485,15,2,13.33
820cc752a266cdc6c1a1e61dd4583330,15,2,13.33
2646baaf662d4d92ac48f047e35db92d,15,2,13.33
55bb6fe5bebe5012e2d7d9928e1128ff,15,2,13.33
67bf6941ba2f1fa1d02c375766bc3e53,15,2,13.33
e38db885400cd35c71dfd162f2c1dbcf,30,4,13.33
440dd6ab244315c632130ecfb63827b1,91,12,13.19
06579cb253ecd5a3a12a9e6eb6bf8f47,61,8,13.11
23a0ffca143a15b9b5bbdb7d552f626a,23,3,13.04
681fce914360217db47784ae28905a96,23,3,13.04
977f9f63dd360c2a32ece2f93ad6d306,23,3,13.04
a36b125ac6d5fdbc7f50de85c9157bdc,23,3,13.04
d71d863e5ef30d94e440c11be17dcd8f,23,3,13.04
1835b56ce799e6a4dc4eddc053f04066,417,54,12.95
5058e8c1e82653974541e83690655b4a,62,8,12.90
78c99c6dff4eeae5be99bf635ed21e3f,31,4,12.90
7e1fb0a3ebfb01ffb3a7dae98bf3238d,155,20,12.90
e62b2d6ac10570a035a30bafcf01d263,62,8,12.90
dd533b429f380718b70ad9922c294bae,39,5,12.82
a673821011d0cec28146ea42f5ab767f,125,16,12.80
59b22a78efb79a4797979612b885db36,125,16,12.80
4c498c7345e89aebad651544829beca0,47,6,12.77
b33e7c55446eabf8fe1a42d037ac7d6d,149,19,12.75
3df020b72d3d44b3af9d110fa3940b65,55,7,12.73
406740ee611378a662d274c7d8c43c4a,8,1,12.50
439a47cc365d6e3bd526812ea9de3c29,8,1,12.50
3935fe5fe0f82787a9dcb8deb62be09d,16,2,12.50
3968920b9aa752ab98f7d5888c9252f2,8,1,12.50
3d4824f20035949c710eaf111f869d39,8,1,12.50
3492e68f37fd1df87f4f2f2ea247f445,8,1,12.50
577719699805dd125d5b6fdde5943bba,8,1,12.50
4e8dacf3d38f281ae26c3e0321d92d88,8,1,12.50
67225bff54a172ff67579aaf583efd78,8,1,12.50
6562efe88ce0826a4ca4f189f03b4b84,8,1,12.50
610f72e407cdd7caaa2f8167b0163fd8,16,2,12.50
5e105f5c9f63f5f1fd75d6cb942e55b1,8,1,12.50
1dd33b8119b3cb1056ed5dc88cd0aaf4,8,1,12.50
27a56ff04b34c2ba34ce6ba4d3b9d616,8,1,12.50
2d2322d842118867781fc737e96d59a1,8,1,12.50
2d2c62bef4c8ba0dd74e0e228e808539,16,2,12.50
04fdea0c111866e6cf812f1570d6b5bd,8,1,12.50
15fa791d5e017f66402dc28c44480657,8,1,12.50
b33aaadd1a8891d2dfef0c4c3bdf0371,16,2,12.50
ad97a199236354e53fcd91a5a913e9a2,16,2,12.50
afa6714acee029b2dfdf357e5579cc03,16,2,12.50
a2b5b6105ea5942300631d2e76f4ffe0,16,2,12.50
c6218512d16fcac0af02fe92691cf274,8,1,12.50
c794dab4928dd97beb41d05514441e86,16,2,12.50
c35affa65afd250151285c5917fc1c8a,8,1,12.50
c1ed9e3daf6154542826a6996af0fb8c,8,1,12.50
ba6b4a237f92479743cf0ca06b67a9ac,8,1,12.50
7bcd7c5f8631701474db233ccf1c094b,8,1,12.50
6e0908ef4d4efadbc3cc2b74ea477cb0,8,1,12.50
8f580d36c1e9d6fbce95283403c7d447,8,1,12.50
81783131d2a97c8d44d406a4be81b5d9,8,1,12.50
8a9260f2b0340411d6d2a56bcf4f7378,8,1,12.50
e89c4adbe7b1d0819dbb636e16461cf1,24,3,12.50
e8a85b5f3df47be0984c55fd4064dbb4,8,1,12.50
e83c76265fc54bf41eac728805e4da77,8,1,12.50
f62d7bb4a613ec758a03342d46b580b2,32,4,12.50
f46490624488d3ff7ce78613913a7711,80,10,12.50
f125f3a310c2e5f822d116147de1e474,16,2,12.50
fcdd820084f17e9982427971e4e9d47f,16,2,12.50
643214e62b870443ccbe55ab29a4dccf,65,8,12.31
8b28d096634035667e8263d57ba3368c,139,17,12.23
7d13fca15225358621be4086e1eb0964,558,68,12.19
897060da8b9a21f655304d50fd935913,304,37,12.17
b1fc4f64df5a0e8b6913ab38803c57a9,107,13,12.15
1caf283236cd69af44cbc09a0a1e7d32,33,4,12.12
d5ba419e26d246a0719437cf37d9b46d,33,4,12.12
d3f39f05462b79a4562d35893a28f159,33,4,12.12
7e3f87d16fb353f408d467e74fbd8014,91,11,12.09
c8417879a15366a17c30af34c798c332,25,3,12.00
198c7ea11960a9844b544d9bcdca860c,25,3,12.00
1dc2de47ee26a0a5b12dc14fd6dc0dea,25,3,12.00
23d7c96d4a1160db1c726b248601b25a,50,6,12.00
15aac934c58d886785ac1b17953ea898,25,3,12.00
165fc07beebdcb6190fba8a06db2a449,50,6,12.00
edf96ef93ed595084bbcbd9224bd2894,25,3,12.00
04308b1ee57b6625f47df1d56f00eedf,92,11,11.96
9c0e69c7bf2619675bbadf47b43f655a,151,18,11.92
1da366cade6d8276e7d8beea7af5d4bf,42,5,11.90
cfb1a033743668a192316f3c6d1d2671,143,17,11.89
77530e9772f57a62c906e1c21538ab82,312,37,11.86
c3867b4666c7d76867627c2f7fb22e21,228,27,11.84
0dd184061fb0eaa7ca37932c68ab91c5,161,19,11.80
0d85bbda9889ce1f7e63778d24f346eb,51,6,11.76
318f287a62ab7ac10b703ac37435a231,51,6,11.76
392e0502231ae2f8b29994ef6398cd77,17,2,11.76
3dbbce181edfaa4a597ec858c382d2ec,17,2,11.76
f63d8f293af3a6454377546bd9dd19ff,17,2,11.76
3db66a856d18a9cba7c9241fc5221c50,94,11,11.70
729f06993dac8e860d4f02d7088ca48a,94,11,11.70
34056b8b55c1775a22af2331670a799c,77,9,11.69
7d76b645482be4a332374e8223836592,172,20,11.63
4869f7a5dfa277a7dca6462dcf3b52b2,1124,130,11.57
06df0c10d34e459d9672bc77388742eb,26,3,11.54
77a515caa36327151d1cc6c32a9f00e1,26,3,11.54
b14db04aa7881970e83ffa9426897925,78,9,11.54
e5e33c0d8e7e002f398f5dc4cbbb338f,26,3,11.54
6fc26fe110feebd80a433e1f012a84f9,35,4,11.43
11305281b50fff20ae8bb473f8e11876,35,4,11.43
5343d0649eca2a983820bfe93fc4d17e,70,8,11.43
f84a00e60c73a49e7e851c9bdca3a5bb,88,10,11.36
4a3ca9315b744ce9f8e9374361493884,1772,201,11.34
457fe919b032a3f7dadba6fb92cf7855,9,1,11.11
382229d1e840115ffe3dbf5ff460e417,45,5,11.11
54c04bdb5ec46762f8f08c7e8f86ed4a,18,2,11.11
1782ce2db72c3dda627d5e7c898104e1,9,1,11.11
07de60b03d150fb3ea09eab5da5e4c8b,9,1,11.11
03a2a6dcbe45d639c4dc2a0d24769c40,9,1,11.11
1cbd50a8c52e6cf8e315c5709fab386f,9,1,11.11
1f1bb1f0859883505541bdd6606193e5,27,3,11.11
6eb94e1466490d327a09abf8f3552a50,9,1,11.11
7210cd29727d674c00741e5e387b3ccd,9,1,11.11
7813ea3ebd9411dc600b4dd01f7a97b9,9,1,11.11
7fdb0720c8d7c9075538b365dc8c3a22,9,1,11.11
972d0f9cf61b499a4812cf0bfa3ad3c4,81,9,11.11
99eaacc9e6046db1c82b163c5f84869f,63,7,11.11
b18871c324516afa228a13e8f1ef0ae9,9,1,11.11
b6dc74ed30f124f95227bed4e43a3bed,9,1,11.11
9e6967d3cf386d284251784b18ccb485,9,1,11.11
a1bea7061f61f6fdd9a85a6325ba1033,9,1,11.11
c500367424994318b9e779ff1ae9a330,9,1,11.11
c24173065483e421f9e5e7f599de101d,9,1,11.11
c0098efcf800861dcae589affca31408,9,1,11.11
bafc5aa11e413978be29040f51342e70,9,1,11.11
d1582f4043306e6b91afa6a8a884f898,9,1,11.11
f5f2ab9bdb6b30c14c61be68c5ed37da,18,2,11.11
f5f46307a4d15880ca14fab4ad9dfc9b,9,1,11.11
eb3071b9f0b0ddaa2df5ea130f09f26b,9,1,11.11
f181738b150df1f37cb0bd72e705b193,36,4,11.11
fe1bbc5feda5c8979a8a1b3b2512d5a6,9,1,11.11
f9ec7093df3a7b346b7bcf7864069ca3,9,1,11.11
e8dba4d70f7f2b20e775d09cae01142d,9,1,11.11
ea00f977a203ff88adf7057cb7806998,18,2,11.11
d51e0a403fe2e689ece6c73359d96e12,18,2,11.11
de9727ca376d1be6ec121b110aa7954c,9,1,11.11
d9bd94811c3338dceb4181f3dbc0c73e,54,6,11.11
daf565f087a52def0fd5c5825b3661bc,9,1,11.11
db2956745b3a8e9f3785c99f34b5d25e,45,5,11.11
e9bc59e7b60fc3063eb2290deda4cced,209,23,11.00
ce248b21cb2adc36282ede306b7660e5,64,7,10.94
1f50f920176fa81dab994f9023523100,1399,153,10.94
056b4ada5bbc2c50cc7842547dda6b51,64,7,10.94
70a12e78e608ac31179aea7f8422044b,312,34,10.90
aba1721a889e04decc910aa13b768ef4,83,9,10.84
0176f73cc1195f367f7b32db1e5b3aa8,37,4,10.81
0cbcee27c791afa0cdcb08587a2013a8,37,4,10.81
5b8154610ebb21fb90eb587365e673df,37,4,10.81
16090f2ca825584b5a147ab24aa30c86,398,43,10.80
1025f0e2d44d7041d6cf58b6550e0bfa,910,98,10.77
e9d99831abad74458942f21e16f33f92,130,14,10.77
f27e33c6d29b5138fa9967bcd445b6d5,93,10,10.75
8648b1e89e9b349e32d3741b30ec737e,93,10,10.75
c0563dd588b775f2e37747ef6ad6c92c,28,3,10.71
f12ff17ad8bbf01ec5c33b17e506649b,28,3,10.71
d1ef48b38baca7e831711c4a0aeb398f,28,3,10.71
ea8482cd71df3c1969d7b9473ff13abc,1132,121,10.69
4e922959ae960d389249c378d1c939f5,412,44,10.68
f5a590cf36251cf1162ea35bef76fe84,113,12,10.62
1900267e848ceeba8fa32d80c1a5f5a8,406,43,10.59
37515688008a7a40ac93e3b2e4ab203f,227,24,10.57
391fc6631aebcf3004804e51b40bcf1e,521,55,10.56
ce69a8021d18961dd2a40269b7c2c293,19,2,10.53
b494891378bd8f4560abe576c52deacd,19,2,10.53
9dda5bbacd45e18d6485fee649205d09,19,2,10.53
8581055ce74af1daba164fdbd55a40de,380,40,10.53
6d988d6174a2c27441597174f8905515,19,2,10.53
784ba75dd9d20200c4caed3d7a77141a,19,2,10.53
ef2fbc2b607d8492bcffe657a4645434,19,2,10.53
8d956fec2e4337affcb520f56fd8cbfd,210,22,10.48
522620dcb18a6b31cd7bdf73665113a9,172,18,10.47
f0b47fbbc6dee9aafe415a6e33051b3f,67,7,10.45
8b321bb669392f5163d04c59e235e066,930,97,10.43
70c27847eca8195c983ed7e798c56743,77,8,10.39
6e386f64c84e482f0b9abf960797ee1b,29,3,10.34
31da954dc0855f2495c6310f70a2f931,29,3,10.34
238fac594e170b59c6d228f5a4f4f1d9,29,3,10.34
ececbfcff9804a2d6b40f589df8eef2b,97,10,10.31
c9c7905cffc4ef9ff9f113554423e671,127,13,10.24
fa1c13f2614d7b5c4749cbc52fecda94,578,59,10.21
634964b17796e64304cadf1ad3050fb7,265,27,10.19
7c67e1448b00f6e969d365cea6b010ab,973,99,10.17
76d5af76d0271110f9af36c92573f765,128,13,10.16
fd386aa7bed2af3c7035c65506c9b4a3,69,7,10.14
f7ccf836d21b2fb1de37564105216cc1,69,7,10.14
e59aa562b9f8076dd550fcddf0e73491,69,7,10.14
d673a59aac7a70d8b01e6902bf090a11,79,8,10.13
54a1852d1b8f10312c55e906355666ee,198,20,10.10
4c2b230173bb36f9b240f2b8ac11786e,258,26,10.08
a3e9a2c700480d9bb01fba070ba80a0e,129,13,10.08
9dd59e43f0c9f0553244e8f9c2fb247e,10,1,10.00
9d39404483343dd55c7ae254494d8388,10,1,10.00
b4a476fbd28de64b1e347abf9089366a,30,3,10.00
b2c97074649f92197d9387d9033dda5f,10,1,10.00
b2ac621f0d0322434d04a12b078b9369,30,3,10.00
b16d3dadc47d4eb18be3d88bad0775ce,10,1,10.00
b127efdabeffb5d559349c7b172eb75d,10,1,10.00
c9aafcd0621b2207c10e32c649cada4d,40,4,10.00
c70c1b0d8ca86052f45a432a38b73958,260,26,10.00
c6a7539d424a8402232c2228d7a03c5e,10,1,10.00
cfe94489ddd337d1e29e12f2a7205d10,20,2,10.00
bb7a14e229b1c95156719c3d9552eeee,10,1,10.00
68f86ba270525243e68ae74044f992b9,10,1,10.00
8bdd8e3fd58bafa48af76b2c5fd71974,10,1,10.00
527801b552d0077ffd170872eb49683b,90,9,10.00
5ab05b6d86d417796c69ffd6774ec832,10,1,10.00
5a6a02f419701fc8c605af71d4fc57a4,10,1,10.00
6806dad1da97bfb5a9038eac6881f706,10,1,10.00
5b2e94f2c22b39ccc24d34ad0f669672,10,1,10.00
2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,3,10.00
1ce3ae5a399804d1a87e706f8a813c3e,40,4,10.00
1690cada046eb7e92c12f98b1f8a8167,10,1,10.00
d7485b33791774c36108f8c69602d48d,10,1,10.00
d3674f271c91f824f82d24d92011f669,20,2,10.00
e8b4225284fbb02d16f200513f1f395d,30,3,10.00
fdaaf5bfda82b7b80535610c831b8d09,10,1,10.00
f5f1f2c5f923f36ad79ea1d07185ddc9,10,1,10.00
fe701d88b67eaca109dffd464d1be9f9,10,1,10.00
620c87c171fb2a6dd6e8bb4dec959fc6,722,72,9.97
de23c3b98a88888289c6f5cc1209054a,161,16,9.94
1d8dbc4f32378d715c717c1c1fc57bae,91,9,9.89
827f8f69dfa529c561901c4f2e0f332f,91,9,9.89
82e0a475a88cc9595229d8029273f045,41,4,9.76
6f892e20a171e98efe17fdb971ff319b,41,4,9.76
c847e075301870dd144a116762eaff9a,41,4,9.76
cd6efc47efaabf134f8bdb654e10b4f1,31,3,9.68
20cb7c2fde3e5bf10f0bbe7394e1c6a9,31,3,9.68
276677b5d08786d5dce7c2149dcce48b,31,3,9.68
5c6d4016c2a288f074fa0848a2b653d2,31,3,9.68
7040e82f899a04d1b434b795a43b4617,208,20,9.62
6a8b085f816a1f75f92dbac6eb545f8f,125,12,9.60
aac29b1b99776be73c3049939652091d,94,9,9.57
c826c40d7b19f62a09e2d7c5e7295ee2,346,33,9.54
bc47d5d1490df2b36add65d733eafaba,21,2,9.52
a5a1bfcf728ab0e19182959cf0771ee4,21,2,9.52
af4a0e4cfe1d9c26b6712b1be25a72e5,21,2,9.52
6b15924333bd1a741595fe981ea04822,21,2,9.52
8e8a7ce9f2f970dc00e2acf6f6e199f6,63,6,9.52
3d5d0dc7073a299e31fa718ce1bc00b6,21,2,9.52
1c40343cc5d18c2d8248ac2f3366de34,21,2,9.52
f4db9b37944bcb8873e6b456ee190bbf,21,2,9.52
f262cbc1c910c83959f849465454ddd3,189,18,9.52
1336efc61c316ddf92c899eb817f7cae,74,7,9.46
6860153b69cc696d5dcfe1cdaaafcf62,74,7,9.46
218d46b86c1881d022bce9c68a7d4b15,382,36,9.42
2745f798279e0ed033addcc1474776d7,32,3,9.38
3340ef1913fb70d28420f6ceb685c339,32,3,9.38
4a3ccda38b2129705f3fb522db62ca31,64,6,9.38
7b0df942f46435babab05d49b744b2c4,32,3,9.38
cbd996ad3c1b7dc71fd0e5f5df9087e2,160,15,9.38
d1c281d3ae149232351cd8c8cc885f0d,214,20,9.35
e067ad2c1c0b48758eb1b5228bcf7a68,54,5,9.26
213b25e6f54661939f11710a6fddb871,152,14,9.21
e5a38146df062edaf55c38afa99e42dc,120,11,9.17
d4910f1cdcfdabd48d6b316e395d4a23,11,1,9.09
f615fe7efbef0f4f08fd3086bc7a3e60,22,2,9.09
fb89df7f89fd1b8f03fa2acca1ba7364,22,2,9.09
236585a4ddb5fea9fa40233e2249ed91,11,1,9.09
1cbd32d00d01bb8087a5eb088612fd9c,11,1,9.09
17908cf9b444ee34047cadd5c0f4a516,11,1,9.09
165b1235e9e9942cb5fae67103576fb0,11,1,9.09
02f623a8eb246f3c5f7c2f96462654e6,44,4,9.09
058cb5aeb36d7c0fcae20fc85d5e0a59,11,1,9.09
4ba52dfeba874da5b9ee7b17c7494f04,11,1,9.09
4be6b962d83299498bae2190f95d6566,11,1,9.09
4677a5437afda5fa7140b927b07be1cc,11,1,9.09
432c37c9dfba871172ec162e20118b8c,44,4,9.09
31ae0774c17fabd06ff707cc5bde005f,11,1,9.09
66fd84ee7528c0c0de85d0f44a73d5ab,11,1,9.09
55f7a3319d80f7fdf078b8f03e6725fe,22,2,9.09
5011f0d93373a4c5753adf58ca77af8d,11,1,9.09
503c1de08ae81a2d86f17951b204db55,22,2,9.09
d05ae8f7a5bd1d2a690a44cd079e4e27,77,7,9.09
cb6c9f5888a7a090c75beaf615925792,11,1,9.09
bc302730ea8cf49b5c74f579febb5bbf,11,1,9.09
c4fabeea6e569d42d02993bb1f4f1cbc,11,1,9.09
c5f7feb04a6a1fb3596322bfc3cf1917,11,1,9.09
9df5750209b83567ec144eb299d7d634,11,1,9.09
7b7f91e98f8c6def45a1407923304402,11,1,9.09
7f2617c58d5d06806987308b45654351,22,2,9.09
6ddc28b61be28373b4503a1f61cf98a9,11,1,9.09
723cd880edaacdb998898b67c8f9da30,11,1,9.09
8ca1551acf9832a4cf467bbbac15851f,11,1,9.09
8e2b3afb420011ef0c88c9d5f11ea526,11,1,9.09
93dc87703c046b603023e75222018b45,33,3,9.09
89f69225956f951295ca4c7fb1266553,11,1,9.09
87b740daf17b5d1be335a64164ec6842,11,1,9.09
98dac6635aee4995d501a3972e047414,89,8,8.99
ce7d1888639e6fb06b2749cbfdac1ff7,78,7,8.97
a420f60ff1aa9acc80d0e42959f2b313,67,6,8.96
b2ba3715d723d245138f291a6fe42594,324,29,8.95
17f51e7198701186712e53a39c564617,56,5,8.93
00ee68308b45bc5e2660cd833c3f81cc,135,12,8.89
fe2032dab1a61af8794248c8196565c9,293,26,8.87
ef506c96320abeedfb894c34db06f478,316,28,8.86
26d8a1c7c75d513045798992ead43aa2,34,3,8.82
5b179e9e8cc7ab6fd113a46ca584da81,34,3,8.82
6a0cbc8af2e8abd1bdfb777943d174c6,34,3,8.82
3be634553519fb6536a03e1358e9fdc7,80,7,8.75
244c2f1bff6afe1f2eaf9bfe9b2aed38,23,2,8.70
157c3e4b42f81ac4a44e8b1ca2fe9876,23,2,8.70
8cc6a0e5738e61a87b03c78b2ba9db4b,23,2,8.70
688756f717c462a206ad854c5027a64a,81,7,8.64
3c7c4a49ec3c6550809089c6a2ca9370,139,12,8.63
7ddcbb64b5bc1ef36ca8c151f6ec77df,325,28,8.62
5d0363b33554b373851fc1622e4d5f3c,93,8,8.60
ef0ace09169ac090589d85746e3e036f,128,11,8.59
e8f6dc8e6a1dcde89d20e3995c8d90b3,35,3,8.57
3ab971ce71839580d2ae5b4e40fe8044,35,3,8.57
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,35,3,8.57
bf84056e679dbe9c69929847a40e338f,35,3,8.57
994f04b3718c2bab35c2adfa8afecd2a,47,4,8.51
17e34d8224d27a541263c4c64b11a56b,247,21,8.50
1d29dfba02015238dfbe2449a5eaa361,12,1,8.33
1d503743d2526f03f0c2c89540ee008c,12,1,8.33
2e13c71026e1a39ba5cc1b86dcb679aa,24,2,8.33
1660ad786c27fd935378b6192a90b417,12,1,8.33
0887a9f087bcd5d9f6642b52f897fc6c,12,1,8.33
004c9cd9d87a3c30c522c48c4fc07416,156,13,8.33
058fd0aa2bfdb2274e05e1ae971dabb6,60,5,8.33
0afccdb8a34ee5c79f7c06faf2b4d56e,24,2,8.33
0a85ebe4e328db81ac9109781205e2f7,12,1,8.33
0747d5bb69f0586cc869d8af4c50f93e,12,1,8.33
32b8764b4ef628b53608fc34011fcc13,36,3,8.33
40db9e9aa57f7bb151bcda6b0f9bdbb7,12,1,8.33
4324dd16853115efb0fd9d0d131ba6f4,12,1,8.33
5d9dc90a686a8fddacffab6bab5653a3,12,1,8.33
56642bcb79900e777d68e91915cb4267,48,4,8.33
99002261c568a84cce14d43fcffb43ea,36,3,8.33
97512d3fc193b2d1dfcdba0f9d1f0f8a,12,1,8.33
985c92cc412091f8529c12d7f23d3fef,12,1,8.33
8476243f92442881ddd5b578975cf115,12,1,8.33
6a51fc556dab5f766ced6fbc860bc613,24,2,8.33
6b333a05bf188ef3e1f1662a86bd9855,12,1,8.33
729b2d09b2a0bdab221076327f13d050,48,4,8.33
7357b52d27cbaa90f81a96cbc1279396,12,1,8.33
c3acdfac4e3e97ff87529454fbc03642,12,1,8.33
bd1d49a326abfa9b1036772e40445430,12,1,8.33
cd3d09fbe6e3e9ff0c0ac0c300e93ae7,12,1,8.33
b83cedfb587e7911540e3f576d6917ce,24,2,8.33
f52c2422904463fdd7741f99045fecb6,12,1,8.33
7142540dd4c91e2237acb7e911c4eba2,316,26,8.23
aced59e9b31ef866a94f9e7f29d8d418,61,5,8.20
4e17c65a516f69d023a2ae78b84f28d6,61,5,8.20
5656537e588803a555b8eb41f07a944b,171,14,8.19
da8622b14eb17ae2831f4ac5b9dab84a,1311,107,8.16
92eb0f42c21942b6552362b9b114707d,334,27,8.08
951e8cef368f09bb3f3d03c00ca4702c,62,5,8.06
715bbd5ba4e6b74cb0d2f29eb45058b0,62,5,8.06
17a053fcb14bd219540cbde0df490be0,124,10,8.06
bd0389da23d89b726abf911cccc54596,87,7,8.05
8e6cc767478edae941d9bd9eb778d77a,100,8,8.00
ed4311e67debd72b8610a5347a743087,25,2,8.00
f7496d659ca9fdaf323c0aae84176632,25,2,8.00
a17f621c590ea0fab3d5d883e1630ec6,63,5,7.94
4c18691b6037662be2df78a765d98ab5,63,5,7.94
